uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix,environment,category
WOS:000263617600010,Maintenance of phosphorus removal in an EBPR system under permanent aerobic conditions using propionate,Biochemical Engineering Journal,Biochemical Engineering Journal,2009,"aerobic processes,enhanced biological phosphorus removal (ebpr),phosphorus accumulating organisms (pao),propionic acid,wastewater treatment","vargas_m,casas_c,baeza_j_a",wwt,wwt
WOS:000292377700003,"Biological Phosphorus Removal Performance and Relevant Microorganism Characteristics of Activated Sludge in Municipal Wastewater Treatment Plants, China",Water Environment Research,Water Environment Research,2011,"enhanced biological phosphorus removal,batch tests,accumulibacter,competibacter,influent composition,denitrifying polyphosphate-accumulating organisms","li_hui,zhang_zhijian,wang_hang,xu_xin,lin_yuan,zhang_jianying,jun_zhu",wwt,wwt
WOS:000344823500028,The impact of aeration on the competition between polyphosphate accumulating organisms and glycogen accumulating organisms,Water Research,Water Research,2014,"dissolved oxygen (do),enhanced biological phosphorus removal (ebpr),aeration energy,polyphosphate accumulating organisms (paos),glycogen accumulating organisms (gaos),microbial competition","carvalheira_monica,oehmen_adrian,carvalho_gilda,eusebio_mario,reis_maria_a_m",wwt,wwt
WOS:000257464500018,Performance of biological phosphorus removal and characteristics of microbial community in the oxic-settling-anaerobic process by FISH analysis,Journal of Zhejiang University-Science A,Journal of Zhejiang...,2008,"excess sludge reduction,biological phosphorus removal,phosphate accumulating organisms (paos),dapi (4 ',6 '-diamidino-2-phenyl indol dihydrochloride),fluorescent in situ hybridization (fish)","wang_jian-fang,zhao_qing-liang,jin_wen-biao,you_shi-jie,zhang_jin-na",wwt,wwt
WOS:000275766400016,Enhanced biological phosphorus removal by granular sludge: From macro- to micro-scale,Water Research,Water Research,2010,"granule,enhanced biological phosphorus removal,structure,porosity","wu_chang-yong,peng_yong-zhen,wang_shu-ying,ma_yong",wwt,wwt
WOS:000182421600024,Microbial communities in activated sludge performing enhanced biological phosphorus removal in a sequencing batch reactor,Water Research,Water Research,2003,"microbial community,enhanced biological phosphorus removal,sequencing batch reactor","jeon_co,lee_ds,park_jm",wwt,wwt
WOS:000379797800008,"FEASIBILITY OF WASTEWATER TREATMENT PLANT UPGRADE BY ENHANCED BIOLOGICAL PHOSPHORUS REMOVAL: CASE STUDY KOPRIVNICA, CROATIA",Fresenius Environmental Bulletin,Fresenius Environmental Bulletin,2016,"batch tests,biological phosphorus removal,municipal wastewater treatment,sludge characterisation","sikic_tanja,curko_josip,crnek_vlado,horvat_sanja,matosic_marin",wwt,wwt
WOS:000220160000004,"Enhanced biological phosphorus removal from wastewater by biomass with different phosphorus contents, part III: Anaerobic sources of reducing equivalents",Water Environment Research,Water Environment Research,2003,"enhanced biological phosphorus removal,activated sludge,reducing equivalents,bacterial storage products,polyphosphate,glycogen,glycolysis,tricarboxylic acid cycle,glyoxylate bypass","schuler_aj,jenkins_d",wwt,wwt
WOS:000080250600004,Metabolism of enhanced biological phosphorus removal and non-enhanced biological phosphorus removal sludge with acetate and glucose as carbon source,Water Science and Technology,Water Science and...,1999,"acetate,enhanced biological phosphorus removal,fluorescent in situ hybridization (fish),glucose,glycogen accumulating organisms (gaos),polyhydroxyalkanoates (phas),polyphosphate accumulating organism (paos),respiratory quinone profile","sudiana_im,mino_t,satoh_h,nakamura_k,matsuo_t",wwt,wwt
WOS:000234800200002,Which are the polyphosphate accumulating organisms in full-scale activated sludge enhanced biological phosphate removal systems in Australia?,Journal of Applied Microbiology,Journal of Applied...,2006,"actinobacteria,enhanced biological phosphate removal,fluorescence in situ hybridization,full scale activated sludge plants,glycogen-accumulating organisms,polyphosphate accumulating organisms,rhodocyclus","beer_m,stratton_hm,griffiths_pc,seviour_rj",wwt,wwt
WOS:000238056000028,Improving the start-up of an EBPR system using OUR to control the aerobic phase length: a simulation study,Water Science and Technology,Water Science and...,2006,"activated sludge models,control,enhanced biological phosphorus removal,oxygen uptake rate,polyphosphate accumulating organisms,sequencing batch reactor","guisasola_a,pijuan_m,baeza_j_a,carrera_j,lafuente_j",wwt,wwt
WOS:000255663400003,Modeling the aerobic metabolism of polyphosphate-accumulating organisms enriched with propionate as a carbon source,Water Environment Research,Water Environment Research,2007,"enhanced biological phosphorus removal,polyphosphate-accumulating organisms,metabolic model,propionate,glycogen-accumulating organisms,titration and offgas analysis","oehmen_adrian,zeng_raymond_j,keller_juerg,yuan_zhiguo",wwt,wwt
WOS:000270913300016,Changes in Polyhydroxy-Alkanoates (PHAs) during Enhanced Biological Phosphorus Removal with Dairy Industrial Wastewater,Journal of Environmental Engineering,Journal of Environmental...,2009,NA,"ahn_chang_hoon,park_jae_kwang,wang_jenchie",wwt,wwt
WOS:000076804800026,Dynamic modelling of enhanced biological phosphorus and nitrogen removal in activated sludge systems,Water Science and Technology,Water Science and...,1998,"activated sludge model no 2,biologically induced precipitation,enhanced biological phosphorus removal,phosphorus accumulating organisms,denitrification,dynamic simulation,polyphosphate,wastewater treatment","maurer_m,gujer_w",wwt,wwt
WOS:000384712900008,Microbial phylogenetic and functional responses within acidified wastewater communities exhibiting enhanced phosphate uptake,Bioresource Technology,Bioresource Technology,2016,"polyphosphate accumulating organisms,ph,acid-stimulated biological phosphorus removal,polyphosphate kinase","weerasekara_anjani_w,jenkins_sasha,abbott_lynette_k,waite_ian,mcgrath_john_w,larma_irma,eroglu_ela,o'donnell_anthony,whiteley_andrew_s",wwt,wwt
WOS:000179440400003,Microbiology of enhanced biological phosphorus removal in aerated-anoxic orbal processes,Water Environment Research,Water Environment Research,2002,"aerated-anoxic processes,candidatus accumulibacter phosphates,enhanced biological phosphorus removal,orbal process,phosphorus removal,polyphosphate,rhodocyclus","zilles_jl,peccia_j,noguera_dr",wwt,wwt
WOS:000312340500004,From macro to lab-scale: Changes in bacterial community led to deterioration of EBPR in lab reactor,Central European Journal of Biology,Central European Journal...,2013,"polyphosphate accumulating organism (pao),glycogen accumulating organism (gao),microbial ecology","muszynski_adam,lebkowska_maria,tabernacka_agnieszka,milobedzka_aleksandra",wwt,wwt
WOS:000310763600011,The impacts of silver nanoparticles and silver ions on wastewater biological phosphorous removal and the mechanisms,Journal of Hazardous Materials,Journal of Hazardous...,2012,"silver nanoparticles,silver ions,enhanced biological phosphorus removal,enzyme,ros","chen_yinguang,chen_hong,zheng_xiong,mu_hui",wwt,wwt
WOS:000323239800028,Enhanced biological nutrient removal in sequencing batch reactors operated as static/oxic/anoxic (SOA) process,Bioresource Technology,Bioresource Technology,2013,"static phase,biological nutrient removal (bnr),post-anoxic,simultaneous nitrification-denitrification,glycogen","xu_dechao,chen_hongbo,li_xiaoming,yang_qi,zeng_tianjing,luo_kun,zeng_guangming",wwt,wwt
WOS:000239498100011,Microbial community of biological phosphorus removal process fed with municipal wastewater under different electron acceptor conditions,Water Science and Technology,Water Science and...,2006,"16s rrna gene,electron acceptor,enhanced biological phosphorus removal,nirs gene,pcr-dgge,polyphosphate-accumulating organisms","shoji_t,nittami_t,onuki_m,satoh_h,mino_t",wwt,wwt
WOS:000177989100024,Analysis of microbial community that performs enhanced biological phosphorus removal in activated sludge fed with acetate,Water Science and Technology,Water Science and...,2002,"activated sludge,community analysis,enhanced biological phosphorus removal (ebpr),pcr-dgge,polyphosphate accumulating organisms (paos),rhodocyclus","onuki_m,satoh_h,mino_t",wwt,wwt
WOS:000256961300002,Appearance of novel G-bacteria belonging to Acidobacteria in a dairy wastewater treatment plant,Environmental Technology,Environmental Technology,2008,"dairy wastewater,enhanced biological phosphorus removal (ebpr),g-bacteria,clone library analysis,acidobacteria","ahn_c_h,park_h_-d,lee_y_o,park_j_k",wwt,wwt
WOS:000315977000004,Population dynamics of bacteria involved in enhanced biological phosphorus removal in Danish wastewater treatment plants,Water Research,Water Research,2013,"pao,gao,ebpr,tetrasphaera,accumulibacter,competibacter,defluviicoccus,activated sludge,correlations","mielczarek_artur_tomasz,hien_thi_thu_nguyen,nielsen_jeppe_lund,nielsen_per_halkjaer",wwt,wwt
WOS:000309071800020,Understanding the detrimental effect of nitrate presence on EBPR systems: effect of the plant configuration,Journal of Chemical Technology and Biotechnology,Journal of Chemical...,2012,"carbon source,denitrification,ebpr,nitrate,competition,inhibition","guerrero_javier,taya_carlota,guisasola_albert,baeza_juan_a",wwt,wwt
WOS:000297490500038,Influence of sludge retention time on tolerance of copper toxicity for polyphosphate accumulating organisms linked to polyhydroxyalkanoates metabolism and phosphate removal,Bioresource Technology,Bioresource Technology,2011,"polyhydroxyalkanoates (pha),heavy metal,phosphorus accumulating organisms,sludge retention time","tsai_yung-pin,chen_hsiu-ting",wwt,wwt
WOS:000170035100006,Enhanced biological phosphorus removal in an anaerobic-aerobic sequencing batch reactor: Characteristics of carbon metabolism,Water Environment Research,Water Environment Research,2001,"enhanced biological phosphorus removal,glucose,acetate,glycogen,activated sludge,sequencing batch reactor","jeon_co,lee_ds,park_jm",wwt,wwt
WOS:000239543700004,Calcium effect on enhanced biological phosphorus removal,Water Science and Technology,Water Science and...,2006,"calcium,ebpr,glycogen-accumulating metabolism (gam),polyphosphate-accumulating metabolism (pam),y-po4","barat_r,montoya_t,borras_l,seco_a,ferrer_j",wwt,wwt
WOS:000375186700012,Phosphorus removal and recovery from domestic wastewater in a novel process of enhanced biological phosphorus removal coupled with crystallization,Bioresource Technology,Bioresource Technology,2016,"enhanced biological phosphorus removal,crystallization phosphorus recovery,denitrifying polyphosphate accumulating organisms (dpao),hydroxyapatite (hap),domestic wastewater treatment","zou_haiming,wang_yan",wwt,wwt
WOS:000309185600011,Inducing mechanism of biological phosphorus removal driven by the aerobic/extended-idle regime,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2012,"biological phosphorus removal,polyphosphate,dapi staining,polyphosphate accumulating organisms,aerobic,extended-idle regime","wang_dongbo,yang_guojing,li_xiaoming,zheng_wei,wu_yan,yang_qi,zeng_guangming",wwt,wwt
WOS:A1994QE02400039,PREDICTION OF THE PERFORMANCE OF ENHANCED BIOLOGICAL PHOSPHORUS REMOVAL PLANTS,Water Science and Technology,Water Science and...,1994,"activated sludge,enhanced biological phosphorus removal,nutrient removal,phosphorus accumulating organisms,plant design,polyphosphate,readily biodegradable god,steady state model,waste-water treatment","maurer_m,gujer_w",wwt,wwt
WOS:000177989100030,Competition between polyphosphate- and glycogen-accumulating organisms in biological phosphorus removal systems - effect of temperature,Water Science and Technology,Water Science and...,2002,"enhanced biological phosphorus removal (ebpr),glycogen-accumulating non-poly-p organisms (gaos),polyphosphate-accumulating organisms (paos),temperature","whang_lm,park_jk",wwt,wwt
WOS:000247169300018,Biological nutrient removal by applying SBR technology in small wastewater treatment plants: CD carbon source and C/N/P ratio effects,Water Science and Technology,Water Science and...,2007,"c/p and c/n/p ratios,nutrient removal,paos,sbrs,step-feed strategy","puig_s,corominas_ll,balaguer_m_d,colprim_j",wwt,wwt
WOS:000226128100022,"A novel wastewater treatment process: simultaneous nitrification, denitrification and phosphorus removal",Water Science and Technology,Water Science and...,2004,"denitrification and phosphorus removal,denitrifying glycogen-accumulating organisms,nitrite pathway,nitrous oxide,simultaneous nitrification,toga","zeng_rj,lemaire_r,yuan_z,keller_j",wwt,wwt
WOS:000344388600007,Multilevel Correlations in the Biological Phosphorus Removal Process: from Bacterial Enrichment to Conductivity-Based Metabolic Batch Tests and Polyphosphatase Assays,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2014,"ebpr,bacterial community structure,polyphosphate-accumulating organisms,polyphosphate hydrolysis,electrical conductivity,enzymatic activity,mathematical modelling","weissbrodt_david_g,maillard_julien,brovelli_alessandro,chabrelie_alexandre,may_jonathan,holliger_christof",wwt,wwt
WOS:000261127900003,Functionally Relevant Microorganisms to Enhanced Biological Phosphorus Removal Performance at Full-Scale Wastewater Treatment Plants in the United States,Water Environment Research,Water Environment Research,2008,"enhanced biological phosphorus removal,glycogen-accumulating organisms,polyphosphate-accumulating organisms,tetrad-forming organisms,accumulibacter,competibacter","gu_april_z,saunders_a,neethling_j_b,stensel_h_d,blackall_l_l",wwt,wwt
WOS:000250074700003,Enhanced biological phosphorus removal performance and microbial population changes at high organic loading rates,Journal of Environmental Engineering-Asce,Journal of Environmental...,2007,NA,"ahn_chang_hoon,park_hee-deung,park_jae_kwang",wwt,wwt
WOS:000415906900026,"Effects of different carbon sources on enhanced biological phosphorus removal and ""Candidatus Accumulibacter"" community composition under continuous aerobic condition",Applied Microbiology and Biotechnology,Applied Microbiology and...,2017,"""candidatus accumulibacter"",enhanced biological phosphorus removal (ebpr),polyhydroxyalkanoates (pha),polyphosphate kinase gene (ppk),real-time qpcr","nittami_tadashi,mukai_masayuki,uematsu_keisuke,yoon_li_wan,schroeder_sarah,chua_adeline_seak_may,fukuda_junji,fujita_masafumi,seviour_robert_j",wwt,wwt
WOS:000507465200106,New insights in the competition of polyphosphate-accumulating organisms and glycogen-accumulating organisms under glycogen accumulating metabolism with trace Poly-P using flow cytometry,Chemical Engineering Journal,Chemical Engineering Journal,2020,"phosphate-accumulating organisms (paos),glycogen-accumulating organisms (gaos),metabolic shift,thiothrix caldifontis,flow cytometry","meng_qingan,zeng_wei,wang_baogui,fan_zhiwei,peng_yongzhen",wwt,wwt
WOS:000187634600006,Enhanced biological phosphorus removal in a sequencing batch reactor using propionate as the sole carbon source,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2004,"polyphosphate accumulating organisms (pao),enhanced biological phosphorus removal (ebpr),volatile fatty acids (vfa),propionate,fluorescence in situ hybridization (fish),modeling","pijuan_m,saunders_am,guisasola_a,baeza_ja,casas_c,blackall_ll",wwt,wwt
WOS:000353729100052,The metabolic versatility of PAOs as an opportunity to obtain a highly P-enriched stream for further P-recovery,Chemical Engineering Journal,Chemical Engineering Journal,2015,"phosphorus recovery,polyphosphate (poly-p),polyphosphate accumulating metabolism (pam),glycogen accumulating metabolism (gam),enhanced biological phosphorus removal (ebpr),sequencing batch reactor (sbr)","acevedo_b,camino_c,corona_j_e,borras_l,barat_r",wwt,wwt
WOS:000255321100004,Detection and prevention of enhanced biological phosphorus removal deterioration caused by zoogloea overabundance,Environmental Technology,Environmental Technology,2008,"enhanced biological phosphorus removal,exocellular polymeric material,glycogen accumulating organisms,polyphosphate accumulating organisms,zoogloea ramigera","montoya_t,borras_l,aguado_d,ferrer_j,seco_a",wwt,wwt
WOS:000276857300018,Uncertainty and variability in enhanced biological phosphorus removal (EBPR) stoichiometry: consequences for process modelling and optimization,Water Science and Technology,Water Science and...,2010,"enhanced biological phosphorus removal (ebpr),glycogen accumulating organisms (gaos),metabolic models,polyphosphate accumulating organisms (paos)","houweling_dwight,comeau_yves,takacs_imre,dold_peter",wwt,wwt
WOS:000370547800014,Effect of the C:N:P ratio on the denitrifying dephosphatation in a sequencing batch biofilm reactor (SBBR),Journal of Environmental Sciences,Journal of Environmental...,2015,"wastewater treatment,sequencing batch biofilm reactor,nitrogen and phosphorus removal,enhanced intracellular polyphosphate accumulation,denitrifying dephosphatation,denitrification and dephosphatation rates","mielcarek_artur,rodziewicz_joanna,janczukowicz_wojciech,thornton_arthur_j,jozwiak_tomasz,szymczyk_paula",wwt,wwt
WOS:000412211300007,A comparative study of microbial dynamics and phosphorus removal for a two side-stream wastewater treatment processes,Rsc Advances,Rsc Advances,2017,NA,"zhang_yanyan,islam_md_shahinoor,mcphedran_kerry_n,dong_shimiao,rashed_ehab_m,el-shafei_maha_m,noureldin_ahmed_m,el-din_mohamed_gamal",wwt,wwt
WOS:000301400500025,Metabolic shift of polyphosphate-accumulating organisms with different levels of polyphosphate storage,Water Research,Water Research,2012,"polyphosphate-accumulating organisms (pao),glycogen-accumulating organisms (gao),accumulibacter type i,accumulibacter type ii,polyphosphate (poly-p),polyphosphate-accumulating metabolism (pam),glycogen-accumulating metabolism (gam),wastewater","acevedo_b,oehmen_a,carvalho_g,seco_a,borras_l,barat_r",wwt,wwt
WOS:000350869700008,EBPR Using Crude Glycerol: Assessing Process Resiliency and Exploring Metabolic Anomalies,Water Environment Research,Water Environment Research,2015,"enhanced biological phosphorus removal (ebpr),crude glycerol,polyphosphate accumulating organisms (paos),glycogen accumulating organisms (gaos),volatile fatty acids (vfas),polyphosphate","coats_erik_r,dobroth_zachary_t,brinkman_cynthia_k",wwt,wwt
WOS:000362147400020,Calcium effect on the metabolic pathway of phosphorus accumulating organisms in enhanced biological phosphorus removal systems,Water Research,Water Research,2015,"granular sludge,metabolic pathway,phosphorus accumulating organisms (paos),polyphosphate-accumulating metabolism (pam),glycogen-accumulating metabolism (gam)","zhang_hai-ling,sheng_guo-ping,fang_wei,wang_yong-peng,fang_cai-yun,shao_li-min,yu_han-qing",wwt,wwt
WOS:000226104200014,Monitoring the impact of bioaugmentation on the start up of biological phosphorus removal in a laboratory scale activated sludge ecosystem,Applied Microbiology and Biotechnology,Applied Microbiology and...,2005,NA,"dabert_p,delgenes_jp,godon_jj",wwt,wwt
WOS:000288528000013,Denitrifying polyphosphate accumulating organisms population and nitrite reductase gene diversity shift in a DEPHANOX-type activated sludge system fed with municipal wastewater,Journal of Bioscience and Bioengineering,Journal of Bioscience...,2011,"continuous flow,dephanox,enhanced biological phosphorus removal (ebpr),fluorescent in situ hybridization (fish),nirs gene,polyphosphate accumulating organisms (paos)","zafiriadis_ilias,ntougias_spyridon,nikolaidis_christos,kapagiannidis_anastasios_g,aivasidis_alexander",wwt,wwt
WOS:000230156300004,Comparison of acetate and propionate uptake by polyphosphate accumulating organisms and glycogen accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2005,"enhanced biological phosphorus removal (ebpr),fluorescence in situ hybridisation (fish),glycogen accumulating organism (gao),polyphosphate accumulating organism (pao),acetate,propionate","oehmen_a,yuan_zg,blackall_ll,keller_j",wwt,wwt
WOS:000234773400007,A new interpretation of ASM2d for modeling of SBR performance for enhanced biological phosphorus removal under different P/HAc ratios,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2006,"activated sludge,activated sludge model no. 2d,enhanced biological phosphate removal,microbial storage,phosphate accumulating organism,glycogen accumulating organisms,sequencing batch reactor,model calibration","yagci_n,insel_g,tasli_r,artan_n,randall_cw,orhon_d",wwt,wwt
WOS:000300657900034,Microbial population analysis of nutrient removal-related organisms in membrane bioreactors,Applied Microbiology and Biotechnology,Applied Microbiology and...,2012,"membrane bioreactor (mbr),biological nutrient removal (bnr),fluorescence in situ hybridization (fish),polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao)","silva_ana_f,carvalho_gilda,oehmen_adrian,lousada-ferreira_maria,van_nieuwenhuijzen_arjen,reis_maria_a_m,barreto_crespo_m_teresa",wwt,wwt
WOS:000237540100013,Net P-removal deterioration in enriched PAO sludge subjected to permanent aerobic conditions,Journal of Biotechnology,Journal of Biotechnology,2006,"enhanced biological phosphorus removal (ebpr),phosphorus accumulating organisms (pao),fluorescence in situ hybridisation (fish),oxygen uptake rate (our),wastewater","pijuan_maite,guisasola_albert,baeza_juan_antonio,carrera_julian,casas_carles,lafuente_javier",wwt,wwt
WOS:000342881300018,Modelling the metabolic shift of polyphosphate-accumulating organisms,Water Research,Water Research,2014,"polyphosphate accumulating metabolism (pam),glycogen accumulating metabolism (gam),enhanced biological phosphorus removal (ebpr),metabolic models,polyphosphate (poly-p),polyphosphate accumulating organism (pao)","acevedo_b,borras_l,oehmen_a,barat_r",wwt,wwt
WOS:000073933300092,Modeling of enhanced biological phosphorus removal in a sequencing batch biofilm reactor,Water Science and Technology,Water Science and...,1998,"enhanced biological phosphorus removal,sequencing batch biofilm reactor (sbbr),mathematical modeling,biofilm,iawq activated sludge model no. 2","morgenroth_e,wilderer_pa",wwt,wwt
WOS:000262571700014,Polyhydroxyalkanoate synthesis using different carbon sources by two enhanced biological phosphorus removal microbial communities,Process Biochemistry,Process Biochemistry,2009,"volatile fatty acid (vfa),enhanced biological phosphorus removal (ebpr) polyhydroxyalkanoate (pha),polyphosphate accumulating organisms (pao)","pijuan_maite,casas_carles,baeza_juan_antonio",wwt,wwt
WOS:000338777300010,Polyphosphate- and Glycogen-Accumulating Organisms in One EBPR System for Liquid Dairy Manure,Water Environment Research,Water Environment Research,2014,"liquid dairy manure,ebpr,phosphorus removal,paos,gaos","liu_ze-hua,pruden_amy,ogejo_jactone_arogo,knowlton_katharine_f",wwt,wwt
WOS:000324566400048,Long-term impact of anaerobic reaction time on the performance and granular characteristics of granular denitrifying biological phosphorus removal systems,Water Research,Water Research,2013,"denitrifying phosphorus removal,anaerobic reaction time,denitrifying phosphate-accumulating organisms,granules,extracellular polymeric substances,phosphorus fractions,microbial community","wang_yayi,guo_gang,wang_hong,stephenson_tom,guo_jianhua,ye_liu",wwt,wwt
WOS:000386401900033,Short-sludge age EBPR process - Microbial and biochemical process characterisation during reactor start-up and operation,Water Research,Water Research,2016,"enhanced biological phosphorus removal,microbial diversity,resource recovery,short solid retention time activated sludge systems,sulphate reducers","valverde-perez_borja,wagner_dorottya_s,lorant_balint,gulay_arda,smets_barth_f,plosz_benedek_gy",wwt,wwt
WOS:000256335400002,Could polyphosphate-accumulating organisms (PAOS) be glycogen-accumulating organisms (GAOs)?,Water Research,Water Research,2008,"candidatus accumulibacter phosphatis,enhanced biological phosphorus removal,polyphosphate-accumulating organism,glycogen-accumulating organism,polyphosphate,glycogen","zhou_yan,pijuan_maite,zeng_raymond_j,lu_huabing,yuan_zhiguo",wwt,wwt
WOS:000396365900007,Modelling High-temperature EBPR by Incorporating Glycogen and GAOs: Challenges from a Preliminary Study,Water Environment Research,Water Environment Research,2017,"enhanced biological phosphorus removal,modified activated sludge model,parameter estimation,glycogen,glycogen-accumulating organisms,polyphosphate-accumulating organisms","liau_kee_fui,yeoh_hak_koon,shoji_tadashi,chua_adeline_seak_may,ho_pei_yee",wwt,wwt
WOS:000245171400018,Model-based evaluation of competition between polyphosphate- and glycogen-accumulating organisms,Water Research,Water Research,2007,"polyphosphate-accumulating organisms (paos),glycogen-accumulating organisms (gaos),competition,model simulation","whang_l_m,filipe_c_d_m,park_j_k",wwt,wwt
WOS:000427597800001,Effect of Salt on the Metabolism of 'Candidatus Accumulibacter' Clade I and II,Frontiers in Microbiology,Frontiers in Microbiology,2018,"water scarcity,saline wastewater,enhanced biological phosphorus removal,phosphate-accumulating organism (pao),'candidatus accumulibacter phosphatis' clade i and ii","wang_zhongwei,dunne_aislinn,van_loosdrecht_mark_c_m,saikaly_pascal_e",wwt,wwt
WOS:000184522700011,Conventional morphological and functional evaluation of the microbial populations in a sequencing batch reactor performing EBPR,Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances and Environmental Engineering,Journal of Environmental...,2003,"enhanced biological phosphorus removal,granular activated sludge,morphology,phosphorus accumulating organisms tetrad/sarcina-like cells","dulekgurgen_e,yesiladali_k,ovez_s,tamerler_c,artan_n,orhon_d",wwt,wwt
WOS:000090041400012,Decolorization of azo-reactive dye by polyphosphate- and glycogen-accumulating organisms in an anaerobic-aerobic sequencing batch reactor,Bioresource Technology,Bioresource Technology,2001,"anaerobic-aerobic process,azo dye,color removal,glycogen-accumulating organisms,polyphosphate-accumulating organisms,reactive dye,sequencing batch reactor,textile wastewater","panswad_t,iamsamer_k,anotai_j",wwt,wwt
WOS:000427847400013,Removal of phosphate by Staphylococcus aureus under aerobic and alternating anaerobic-aerobic conditions,Environmental Technology,Environmental Technology,2018,"phosphate,eutrophication,enhanced biological phosphate removal,phosphate-accumulating bacteria,polyphosphate","sumathi_malairajan,vasudevan_namasivayam",wwt,wwt
WOS:000305435500013,Improved biological phosphorus removal performance driven by the aerobic/extended-idle regime with propionate as the sole carbon source,Water Research,Water Research,2012,"enhanced biological phosphorus removal,aerobic/extended-idle process,propionate,polyphosphate","wang_dongbo,li_xiaoming,yang_qi,zheng_wei,wu_yan,zeng_tianjing,zeng_guangming",wwt,wwt
WOS:000185444500005,"Simultaneous nitrification, denitrification, and phosphorus removal in a lab-scale sequencing batch reactor",Biotechnology and Bioengineering,Biotechnology and Bioengineering,2003,"simultaneous nitrification,denitrification and phosphorus removal (sndpr),denitrifying glycogen-accumulating organisms (dgaos),titration and off-gas analysis (toga),nitrous oxide (n2o),nitrite pathway","zeng_rj,lemaire_r,yuan_z,keller_j",wwt,wwt
WOS:000363071300014,MITIGATION OF ADVERSE EFFECTS OF ZINC OXIDE NANOPARTICLES ON ENHANCED BIOLOGICAL PHOSPHORUS REMOVAL: ROLE OF CARBON SOURCE CONCENTRATION,Fresenius Environmental Bulletin,Fresenius Environmental Bulletin,2015,"zno nps,carbon source,biological phosphorus removal,mitigation,intracellular metabolism,enzyme activity","zheng_xiong,wei_yuanyuan,chen_yinguang,wan_rui,tang_shijing,su_yinglong,wu_lijuan",wwt,wwt
WOS:000458833300001,Effect of Lactate on the Microbial Community and Process Performance of an EBPR System,Frontiers in Microbiology,Frontiers in Microbiology,2019,"candidatus accumulibacter phosphatis,tetrasphaera,poly-phosphate accumulating organism,lactate,glycogen accumulating metabolism","rubio-rincon_francisco_j,welles_laurens,lopez-vazque_carlos_m,abbas_ben,van_loosdrecht_mark_c_m,brdjanovic_damir",wwt,wwt
WOS:000460350900002,Denitrification activity of polyphosphate accumulating organisms (PAOs) in full-scale wastewater treatment plants,Water Science and Technology,Water Science and...,2018,"denitrification,dpaos,ebpr,enhanced biological phosphorus removal,full scale,nutrient removal","lanham_ana_b,oehmen_adrian,carvalho_gilda,saunders_aaron_m,nielsen_per_h,reis_maria_a_m",wwt,wwt
WOS:000266924700002,Biomass granulation in an aerobic:anaerobic-enhanced biological phosphorus removal process in a sequencing batch reactor with varying pH,Journal of Industrial Microbiology and Biotechnology,Journal of Industrial...,2009,"enhanced biological phosphorus removal,glycogen accumulating organisms,aerobic granules,accumulibacter","ahn_johwan,mcilroy_simon,schroeder_sarah,seviour_robert",wwt,wwt
WOS:000291252500014,Short-term effect of temperature variation on the competition between PAOs and GAOs during acclimation period of an EBPR system,Frontiers of Environmental Science and Engineering in China,Frontiers of Environmental...,2011,"fluorescent in situ hybridization (fish),tetrad forming organisms (tfos),temperature variation,enhanced biological phosphorus removal (ebpr)","ren_nanqi,kang_han,wang_xiuheng,li_nan",wwt,wwt
WOS:000286499600022,Could nitrite/free nitrous acid favour GAOs over PAOs in enhanced biological phosphorus removal systems?,Water Science and Technology,Water Science and...,2011,"enhanced biological phosphorus removal (ebpr),free nitrous acid (fna),glycogen accumulating organisms (gaos),inhibition,nitrite,polyphosphate accumulating organisms (paos)","pijuan_m,ye_l,yuan_z",wwt,wwt
WOS:000455903400136,Glutamate as sole carbon source for enhanced biological phosphorus removal,Science of the Total Environment,Science of the...,2019,"comarnonadareae,enhanced biological phosphorus removal (ebpr),glycogen,polyhydroxyalkanoates (pha),polyphosphate-accumulating organisms (pao),thiothrix","rey-martinez_natalia,badia-fabregat_marina,guisasola_albert,antonio_baeza_juan",wwt,wwt
WOS:000303385900035,Microbial selection on enhanced biological phosphorus removal systems fed exclusively with glucose,World Journal of Microbiology and Biotechnology,World Journal of...,2012,"ebpr,glucose,pao,gao,phosphorus removal","begum_shamim_a,batista_jacimaria_r",wwt,wwt
WOS:000246491700006,Short-term temperature effects on the anaerobic metabolism of glycogen accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"enhanced biological phosphorus removal (ebpr),polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao),pao-gao competition,temperature","lopez-vazquez_carlos_m,song_young-il,hooijmans_christine_m,brdjanovic_damir,moussa_moustafa_s,gijzen_huub_j,van_loosdrecht_mark_m_c",wwt,wwt
